Zin;Context;Vertaling NGT/opmerking;Bijbehorende uitleg/grammatica;Naam;;
Het is nu wel tijd om uit de douche te gaan.;Wassen & hygiëne;;;Diego;;
Het is tijd om uit bad te komen.;Wassen & hygiëne;;;Diego;;
Het wordt lekker schoon.;Wassen & hygiëne;;;Diego;;
Hey, wat heb je een vieze snoet;Wassen & hygiëne;;;Diego;;
Hier komt een wattenstaafje in je oor.;Wassen & hygiëne;;;Diego;;
hoe is je huid? Heb je nog gekke plekjes ergens?;Wassen & hygiëne;;;Diego;;
Ik doe een beetje badolie erin.;Wassen & hygiëne;;;Diego;;
Ik droog je oogjes wel even af.;Wassen & hygiëne;;;Diego;;
Ik ga je even verschonen. (situatie: schone luier);Wassen & hygiëne;;;Diego;;
Ik ga je even wassen.;Wassen & hygiëne;;;Diego;;
Ik ga je lekker schoonmaken.;Wassen & hygiëne;;;Diego;;
Is het een beetje vies?;Wassen & hygiëne;;;Diego;;
Is het koud?;Wassen & hygiëne;;;Diego;;
Is het warm? ;Wassen & hygiëne;;;Diego;;
Je bent in de zandbak geweest, dus we moeten even het zand eraf wassen.;Wassen & hygiëne;;;Diego;;
Je handen moeten echt schoon zijn.;Wassen & hygiëne;;;Diego;;
Je mag alleen stiekem in je neus peuteren.;Wassen & hygiëne;;;Diego;;
Je moet even je neus snuiten.;Wassen & hygiëne;;;Diego;;
Je moet in bad.;Wassen & hygiëne;;;Diego;;
je zweet moet eraf, dus ga maar even douchen.;Wassen & hygiëne;;;Diego;;
Jeukt het?;Wassen & hygiëne;;;Diego;;
Kijk mij maar even aan.;Wassen & hygiëne;;;Tobias;;
Kom maar op schoot zitten.;Wassen & hygiëne;;;Tobias;;
Kom maar uit bad, dan ga ik je afdrogen.;Wassen & hygiëne;;;Tobias;;
Kom maar, ik zet je in het bad.;Wassen & hygiëne;;;Tobias;;
kom maar, we gaan douchen.;Wassen & hygiëne;;;Tobias;;
Kom, ga maar even je neus snuiten;Wassen & hygiëne;;;Tobias;;
Lekker in een warm badje.;Wassen & hygiëne;;;Tobias;;
Lekker insmeren met body lotion.;Wassen & hygiëne;;;Tobias;;
Maak niet alles nat.;Wassen & hygiëne;;;Tobias;;
mag ik even aan je handen ruiken?;Wassen & hygiëne;;;Tobias;;
Mama gaat even het badje vullen.;Wassen & hygiëne;;;Tobias;;
Mama gaat nog even zalf erop smeren.;Wassen & hygiëne;;;Tobias;;
moeten we je huid nog even smeren met zalf?;Wassen & hygiëne;;;Tobias;;
Mond spoelen.;Wassen & hygiëne;;;Tobias;;
nee, dat is nog niet schoon.;Wassen & hygiëne;;;Tobias;;
niet aanzitten.;Wassen & hygiëne;;;Tobias;;
Niet in je neus peuteren.;Wassen & hygiëne;;;Tobias;;
Niet krabben.;Wassen & hygiëne;;;Tobias;;
Niet zo hard spetteren, de hele badkamer wordt nat.;Wassen & hygiëne;;;Tobias;;
Nog even afdrogen.;Wassen & hygiëne;;;Tobias;;
Nog even in je oren kijken.;Wassen & hygiëne;;;Tobias;;
Nog even je nageltjes knippen.;Wassen & hygiëne;;;Tobias;;
Nog even stil liggen.;Wassen & hygiëne;;;Tobias;;
nu gaan we je oksels afdrogen.;Wassen & hygiëne;;;Tobias;;
Nu kun je onder de douche.;wassen & hygiëne;;;Tobias;;
Oh, wat heb je rode billen;Wassen & hygiëne;;;Tobias;;
Ook tussen je billen en tussen je tenen afdrogen.;Wassen & hygiëne;;;Tobias;;
Pak de zeep maar.;Wassen & hygiëne;;;Tobias;;
Pak even een zakdoek.;Wassen & hygiëne;;;Tobias;;
pak maar een stoel ;Wassen & hygiëne;;;Tobias;;
Pas op, niet de warme kraan.;Wassen & hygiëne;;;Tobias;;
Poets je gezicht even.;Wassen & hygiëne;;;Tobias;;
Probeer je neus maar even te snuiten.;Wassen & hygiëne;;;Manouk;;
Probeer maar niet te krabben.;Wassen & hygiëne;;;Manouk;;
Rustig maar.;Wassen & hygiëne;;;Manouk;;
snuit zo hard als je kan.;Wassen & hygiëne;;;Manouk;;
spoel maar af.;Wassen & hygiëne;;;Manouk;;
Spring maar van de stoel af.;Wassen & hygiëne;;;Manouk;;
Vergeet de zeep niet.;Wassen & hygiëne;;;Manouk;;
Vergeet niet je handen te wassen.;Wassen & hygiëne;;;Manouk;;
Vieze voeten! Die moeten we even goed wassen.;Wassen & hygiëne;;;Manouk;;
volgens mij ben je nu wel schoon.;Wassen & hygiëne;;;Manouk;;
Volgens mij moeten we even naar dit plekje op je arm kijken.;Wassen & hygiëne;;;Manouk;;
Voorzichtig, niet in je ogen wrijven met de shampoo.;Wassen & hygiëne;;;Manouk;;
Wat goed dat je er niet aan krabt.;Wassen & hygiëne;;;Manouk;;
Wat heb je lange nagels, die moeten we even knippen.;Wassen & hygiëne;;;Manouk;;
We doen de badmat erin.;Wassen & hygiëne;;;Manouk;;
We doen weer een beetje koud water erbij.;Wassen & hygiëne;;;Manouk;;
We gaan lekker in bad.;Wassen & hygiëne;;;Manouk;;
We gaan lekker spetteren in bad.;Wassen & hygiëne;;;Manouk;;
We gaan niet douchen, alleen even even kort afspoelen.;Wassen & hygiëne;;;Manouk;;
We gaan nu haren wassen. ;Wassen & hygiëne;;;Manouk;;
We maken even je snoet schoon;Wassen & hygiëne;;;Manouk;;
Wil je douchegel om je te wassen?;Wassen & hygiëne;;;Manouk;;
Wil je jezelf inzepen of zal ik het doen?;Wassen & hygiëne;;;Manouk;;
Wil je zeep?;Wassen & hygiëne;;;Manouk;;
Wil je zelf badschuim erin doen?;Wassen & hygiëne;;;Manouk;;
Zeep jezelf nog eventjes goed in.;Wassen & hygiëne;;;Manouk;;
Zet de douche maar uit.;Wassen & hygiëne;;;Manouk;;
zet de kraan maar aan.;Wassen & hygiëne;;;Manouk;;
Zijn je handjes vies?;Wassen & hygiëne;;;Manouk;;
Zo meteen gaan we even een nieuwe luier aandoen, want ik moet eerst even iets pakken.;Wassen & hygiëne;;;Manouk;;
zo, helemaal schoon!;Wassen & hygiëne;;;Manouk;;
Als het regent en als de zon schijnt, komt er misschien een regenboog.;Wassen & hygiëne;;;Manouk;;
Als je het dan koud krijgt, kan je je vest alsnog aandoen.;weer;;;Henrianne;;
Als je je laarzen aandoet, dan worden je voeten niet nat.;weer;;;Henrianne;;
Anders neem ik je handschoentjes wel mee.;weer;;;Henrianne;;
Dat was wel een hele mooie bliksemschicht.;weer;;;Henrianne;;
De lucht is helemaal blauw.;weer;;;Henrianne;;
De wolken hebben even ruzie.;weer;;;Henrianne;;
Doe je muts op.;weer;;;Henrianne;;
Heb je het koud?;weer;;;Henrianne;;
Het geeft niet als je een beetje nat wordt.;weer;;;Henrianne;;
Het is een beetje bewolkt.;weer;;;Henrianne;;
Het is heel warm, dus we doen niet je winterjas aan.;weer;;;Henrianne;;
Het is helemaal wit buiten. (door de sneeuw);weer;;;Diego;;
Het is herfst, de blaadjes vallen van de boom. ;weer;;;Diego;;
Het is hier wel heel warm;weer;;;Diego;;
Het is lekker weer vandaag.;weer;;;Diego;;
Het is warm buiten, het is zomer nu.;weer;;;Diego;;
Het is warm weer, dan heb je extra water nodig.;weer;;;Diego;;
Het regent, we doen je capuchon op.;weer;;;Diego;;
Het regent, we moeten naar binnen.;weer;;;Diego;;
Het stormt buiten, dan kunnen er takken vallen.;weer;;;Diego;;
Het water is bevroren, misschien kunnen we wel schaatsen.;weer;;;Diego;;
Het zonnetje gaat schijnen.;weer;;;Diego;;
Hoe ver zou het onweer nu zijn?;weer;;;Tobias;;
Ja, het waait heel hard.;weer;;;Tobias;;
Ja, het wordt lekker weer.;weer;;;Tobias;;
kijk, een regenboog!;weer;;;Tobias;;
Kijk, er zijn wolken in de lucht. ;weer;;;Tobias;;
Kom, we gaan buiten naar de wolken kijken.;weer;;;Tobias;;
laten we vanaf binnen kijken hoe het stormt.;weer;;;Tobias;;
Misschien gaat het straks onweren.;weer;;;Tobias;;
Nu doen we je zomerjas aan.;weer;;;Tobias;;
Vandaag schijnt de zon.;weer;;;Tobias;;
Vind je de bliksem spannend?;weer;;;Tobias;;
Volgens mij zit daar regen in de wolken.;weer;;;Manouk;;
Wauw, dat waren coole bliksemschichten!;weer;;;Manouk;;
We doen handschoentjes aan, want het is koud.;weer;;;Manouk;;
We nemen een paraplu mee, dan worden we niet nat.;weer;;;Manouk;;
Welke vorm heeft die wolk?;Weer;;;Manouk;;
zal ik kijken wat voor weer het is vandaag?;weer;;;Manouk;;
Zal ik kijken wat voor weer het wordt vandaag?;weer;;;Manouk;;
Zullen we blaadjes zoeken?;weer;;;Manouk;;
Zullen we een sneeuwpop maken?;weer;;;Manouk;;
Zullen we je laarsjes aandoen? Dan kun je in de plassen stampen.;weer;;;Manouk;;
Zullen we van binnen kijken naar de bliksem?;weer;;;Manouk;;
Ach mannetje, ik zie dat je je echt niet fijn voelt.;weer;;;Manouk;;
Als je ziek bent, dan heb je slaap nodig.;Ziek zijn;;;Henrianne;;
Binnen een kwartiertje voel je je een heel stuk beter.;Ziek zijn;;;Henrianne;;
De paracetamol helpt tegen de pijn.;Ziek zijn;;;Henrianne;;
De pil zorgt ervoor dat je je beter gaat voelen.;Ziek zijn;;;Henrianne;;
Dit zijn echte pilletjes, daar mag je er maar twee van nemen.;Ziek zijn;;;Henrianne;;
Ga maar even op de bank liggen, even rustig.;Ziek zijn;;;Henrianne;;
Het gaat zo wel over.;ziek zijn;;;Diego;;
Het pilletje gaat zo werken, dan voel je je beter.;ziek zijn;;;Diego;;
Ik heb er wat vaseline opgedaan, dus het doet echt geen pijn.;ziek zijn;;;Diego;;
ik merk dat je niet zo lekker voelt.;ziek zijn;;;Diego;;
Ik wil heel even voelen hoe warm je bent.;ziek zijn;;;Diego;;
Je hebt een beetje koorts.;ziek zijn;;;Diego;;
Je moet even rustig liggen.;ziek zijn;;;Tobias;;
je moet nu even wat extra slapen;Ziek zijn;;;Tobias;;
Je voelt er niks van.;ziek zijn;;;Tobias;;
Kom maar lekker bij mama liggen.;Ziek zijn;;;Tobias;;
Kun je vertellen waar je last van hebt?;ziek zijn;;;Tobias;;
Oh jee, je hebt gespuugd.;ziek zijn;;;Tobias;;
Voel je je niet lekker?;Ziek zijn;;;Manouk;;
Wat zeggen we tegen iemand die zich niet zo lekker voelt? Beterschap.;Ziek zijn;;;Manouk;;
Wil je even slapen?;ziek zijn;;;Manouk;;
Zal ik je een paracetemolletje geven?;ziek zijn;;;Manouk;;
Zullen we een paracetemolletje nemen?;ziek zijn;;;Manouk;;
Zullen we eens even kijken of je koorts hebt?;ziek zijn;;;Manouk;;
Als je iets niet begrijpt, kun je altijd vragen stellen.;ziek zijn;;;Manouk;;
De dokter en wij zijn hier om alles uit te leggen.;Ziekenhuis;;;Henrianne;;
De verpleegster gaat goed voor je zorgen, zodat je je snel weer beter voelt.;Ziekenhuis;;;Henrianne;;
Het is niet eng als je niet alles kunt horen, papa zal bij je zijn om je te helpen begrijpen wat er gebeurt.;Ziekenhuis;;;Henrianne;;
Het is oké om vragen te hebben. ;Ziekenhuis;;;Diego;;
Het wordt een beetje een avontuur.;Ziekenhuis;;;Diego;;
Je hoeft je geen zorgen te maken als je iets niet kunt horen, we zullen alles rustig uitleggen.;Ziekenhuis;;;Diego;;
Na het ziekenhuis gaan we samen iets doen wat jij leuk vind;Ziekenhuis;;;Tobias;;
Soms zijn dingen een beetje spannend, maar papa en mama zijn er altijd om je hand vast te houden.;Ziekenhuis;;;Tobias;;
We gaan eerst naar de dokter, en daarna doen we samen iets leuks om te vieren hoe dapper je bent geweest.;Ziekenhuis;;;Manouk;;
Als je je zwembandjes omdoet, dan kunnen we samen in het diepere bad gaan.;Ziekenhuis;;;Manouk;;
Dit water kan je niet drinken.;Zwembad;;;Henrianne;;
Eerst afdrogen en dan naar binnen.;zwembad;;;Henrianne;;
Eerst even afspoelen, daarna gaan we weer even drogen en aankleden.;Zwembad;;;Henrianne;;
Je hebt in het pierenbadje gezommen, daarom moeten we nu even douchen.;Zwembad;;;Henrianne;;
kom je op mijn rug?;zwembad;;;Henrianne;;
kom, zwem onder mijn poortje door.;Zwembad;;;Henrianne;;
Met je zwembandjes kan je blijven drijven.;zwembad;;;Henrianne;;
Niet drinken.;zwembad;;;Diego;;
Niet duiken.;zwembad;;;Diego;;
niet in het water springen;zwembad;;;Diego;;
Niet plassen in het zwembad.;zwembad;;;Diego;;
niet rennen, want je kunt uitglijden;zwembad;;;Diego;;
oh moet je hoesten?;zwembad;;;Diego;;
spuug maar uit.;zwembad;;;Diego;;
Tenen eerst over de rand als je in het zwembad wilt springen.;zwembad;;;Tobias;;
Voorzichtig, want het is glad.;zwembad;;;Tobias;;
We doen je zwembandjes om.;zwembad;;;Tobias;;
We gaan even douchen.;zwembad;;;Tobias;;
We gaan even uitkleden.;zwembad;;;Tobias;;
We gaan naar het zwembad;zwembad;;;Tobias;;
we moeten eerst nog insmeren met zonnebrand en dan gaan we zwemmen.;zwembad;;;Tobias;;
Wil je je duikbril op? Dan kan je onder water kijken.;zwembad;;;Manouk;;
Wil je onder mijn poortje doorzwemmen?;zwembad;;;Manouk;;
Zullen we kopje onder?;zwembad;;;Manouk;;
Zullen we lekker spetteren?;zwembad;;;Manouk;;
Zullen we met speelgoed spelen in het water?;zwembad;;;Manouk;;
zullen we nu in het bubbelbad?;zwembad;;;Manouk;;
Als je hulp nodig hebt, dan kom je naar mama.;zwembad;;;Manouk;;
Als je naar huis wil, moet je het zeggen.;Overig;;;Henrianne;;
Begrijp je wat ze zeggen?;Overig;;;Henrianne;;
Dat deed je per ongeluk, dat kan iedereen gebeuren. ;Overig;;;Henrianne;;
Dat geeft niet.;Overig;;;Henrianne;;
Dat heb ik niet gezien.;Overig;;;Henrianne;;
Dat is zwaar. Met twee handen vasthouden.;Overig;;;Henrianne;;
Dat kunnen we niet meer maken, helaas.;Overig;;;Henrianne;;
De auto gaat niet weg zonder jou;Overig;;;Henrianne;;
die is van papa;Overig;;;Henrianne;;
een beetje zachtjes doen.;Overig;;;Henrianne;;
Even aan de kant;Overig;;;Henrianne;;
Even opzij;Overig;;;Henrianne;;
Ga je mee?;Overig;;;Henrianne;;
Ga je zelf lopen of moet mama je tillen?;Overig;;;Henrianne;;
geef maar aan mama;Overig;;;Diego;;
Geeft niks.;Overig;;;Diego;;
Gooi het maar weg;Overig;;;Diego;;
Gooi maar in de prullenbak;Overig;;;Diego;;
Heb je het te warm?;Overig;;;Diego;;
Heb je het warm?;Overig;;;Diego;;
Het is kapot.;Overig;;;Diego;;
Hier is je zonnebril.;Overig;;;Diego;;
Hier zijn je druppels (Vitame D druppels);Overig;;;Diego;;
Hou je pet maar op, dat helpt tegen de zon.;Overig;;;Diego;;
Je bent een boefje.;Overig;;;Diego;;
Je hele bed is vies.;Overig;;;Diego;;
Je mag zo je speen.;Overig;;;Diego;;
je moet eerst zeggen dat hij het niet mag doen.;Overig;;;Diego;;
Je moet even zelf zitten.;Overig;;;Tobias;;
Je moet nog even je druppels nemen.;Overig;;;Tobias;;
jij kan het wel zelf.;Overig;;;Tobias;;
Kan je het gesprek volgen?;Overig;;;Tobias;;
Kijken doe je met je ogen.;Overig;;;Tobias;;
Kom eens kijken.;Overig;;;Tobias;;
Kom, we gaan nu naar beneden;Overig;;;Tobias;;
Laat maar staan.;Overig;;;Tobias;;
Leg je knuffel maar daar neer.;Overig;;;Tobias;;
Mama heeft twee handen nodig.;Overig;;;Tobias;;
Nee, afblijven, dat is mama's zonnebril.;Overig;;;Tobias;;
Nee, dat deed je niet expres.;Overig;;;Tobias;;
nu niet, morgen weer.;Overig;;;Tobias;;
Oh jeetje, dat zijn we vergeten. ;Overig;;;Tobias;;
Oh nee, je vinger zat ertussen.;Overig;;;Manouk;;
Papa moet nu sporten;Overig;;;Manouk;;
Waar is je speen?;Overig;;;Manouk;;
We zijn de sleutels vergeten.;Overig;;;Manouk;;
We zijn zo weer thuis.;Overig;;;Manouk;;
Welke route wil je gaan?;Overig;;;Manouk;;
Welke route zullen we nemen?;Overig;;;Manouk;;
Wil je die kant op of die kant op?;Overig;;;Manouk;;
Wil je nog een keer?;Overig;;;Manouk;;
Zal mama je even helpen?;Overig;;;Manouk;;
Zet je zonnebril maar op.;Overig;;;Manouk;;
Zo is het wel genoeg.;Overig;;;Manouk;;
Zal mama het maken? ;Overig;;;Manouk;;
zullen we daar kijken?;Overig;;;Manouk;;
